4Nr	t23	t12	tGF	tSTR	ModelType	Stat	P2P3_dxy.Outlier.Mean	P2P3_dxy.Outlier.SD	P2P3_dxy.Background.Mean	P2P3_dxy.Background.SD	P2P3_dxy.Significant	Outlier.Alternate.PC
0.01	1.6	0.8	0.4	NA	gene flow P3-P2	D	0.0210822	0.0087438	0.0404133	0.0043558	TRUE	83.6
0.01	1.6	0.8	0.4	NA	gene flow P3-P2	fd	0.0177334	0.0024451	0.0407854	0.0033203	TRUE	100
0.01	1.6	0.8	0.4	NA	gene flow P3-P2	fG	0.0177334	0.0024451	0.0407854	0.0033203	TRUE	100
0.01	1.6	0.8	0.4	NA	gene flow P3-P2	fhom	0.0177334	0.0024451	0.0407854	0.0033203	TRUE	100
0.01	1.6	0.8	0.4	NA	gene flow P3-P2	Simulation	0.0177334	0.0024451	0.0407854	0.0033203	TRUE	NA
0.01	1.6	0.8	0.6	NA	gene flow P3-P2	D	0.0252273	0.0082284	0.0403853	0.0042504	TRUE	78.3
0.01	1.6	0.8	0.6	NA	gene flow P3-P2	fd	0.0216267	0.0027291	0.0407854	0.0033203	TRUE	100
0.01	1.6	0.8	0.6	NA	gene flow P3-P2	fG	0.0216267	0.0027291	0.0407854	0.0033203	TRUE	100
0.01	1.6	0.8	0.6	NA	gene flow P3-P2	fhom	0.0216267	0.0027291	0.0407854	0.0033203	TRUE	100
0.01	1.6	0.8	0.6	NA	gene flow P3-P2	Simulation	0.0216267	0.0027291	0.0407854	0.0033203	TRUE	NA
0.01	1.6	0.8	NA	1.8	Ancestral structure	D	0.0398365	0.0032552	0.0408859	0.0033151	TRUE	23
0.01	1.6	0.8	NA	1.8	Ancestral structure	fd	0.0398612	0.0030858	0.0408832	0.0033339	TRUE	65.5
0.01	1.6	0.8	NA	1.8	Ancestral structure	fG	0.0399103	0.0030653	0.0408777	0.0033376	TRUE	69.6
0.01	1.6	0.8	NA	1.8	Ancestral structure	fhom	0.0399258	0.0030682	0.040876	0.0033378	TRUE	69.6
0.01	1.6	0.8	NA	1.8	Ancestral structure	Simulation	0.0407416	0.0033584	0.0407854	0.0033203	FALSE	NA
0.01	1.6	0.8	NA	2	Ancestral structure	D	0.0397312	0.0032293	0.040903	0.0033363	TRUE	40.7
0.01	1.6	0.8	NA	2	Ancestral structure	fd	0.0403111	0.0033268	0.0408386	0.0033421	TRUE	88
0.01	1.6	0.8	NA	2	Ancestral structure	fG	0.0403404	0.0033455	0.0408353	0.0033405	TRUE	90.2
0.01	1.6	0.8	NA	2	Ancestral structure	fhom	0.0403594	0.0033469	0.0408332	0.0033406	TRUE	90.3
0.01	1.6	0.8	NA	2	Ancestral structure	Simulation	0.04079	0.0035534	0.0407854	0.0033203	FALSE	NA
0.01	1.6	0.8	NA	NA	Null model	D	0.0401427	0.0033031	0.0408657	0.0033233	TRUE	NA
0.01	1.6	0.8	NA	NA	Null model	fd	0.0400247	0.003191	0.0408788	0.0033324	TRUE	NA
0.01	1.6	0.8	NA	NA	Null model	fG	0.0399551	0.0031734	0.0408866	0.0033322	TRUE	NA
0.01	1.6	0.8	NA	NA	Null model	fhom	0.0399596	0.0031786	0.0408861	0.0033318	TRUE	NA
0.01	1.6	0.8	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	1.6	1	0.2	NA	gene flow P2-P3	D	0.0191797	0.0112192	0.0401851	0.0050532	TRUE	78.3
0.01	1.6	1	0.2	NA	gene flow P2-P3	fd	0.0139486	0.0022747	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.2	NA	gene flow P2-P3	fG	0.0139486	0.0022747	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.2	NA	gene flow P2-P3	fhom	0.0139486	0.0022747	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.2	NA	gene flow P2-P3	Simulation	0.0139486	0.0022747	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.4	NA	gene flow P2-P3	D	0.0245009	0.0111748	0.0400074	0.0052246	TRUE	67.3
0.01	1.6	1	0.4	NA	gene flow P2-P3	fd	0.0177054	0.0027739	0.0407625	0.0033442	TRUE	99.7
0.01	1.6	1	0.4	NA	gene flow P2-P3	fG	0.0176882	0.0026534	0.0407644	0.0033419	TRUE	99.8
0.01	1.6	1	0.4	NA	gene flow P2-P3	fhom	0.0176882	0.0026534	0.0407644	0.0033419	TRUE	99.8
0.01	1.6	1	0.4	NA	gene flow P2-P3	Simulation	0.0176712	0.0025617	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.6	NA	gene flow P2-P3	D	0.0302112	0.0101963	0.0398141	0.0052678	TRUE	50.6
0.01	1.6	1	0.6	NA	gene flow P2-P3	fd	0.0221368	0.0041985	0.0407113	0.0034716	TRUE	96.5
0.01	1.6	1	0.6	NA	gene flow P2-P3	fG	0.0220945	0.0040855	0.040716	0.0034614	TRUE	96.8
0.01	1.6	1	0.6	NA	gene flow P2-P3	fhom	0.0221065	0.0041188	0.0407147	0.0034642	TRUE	96.7
0.01	1.6	1	0.6	NA	gene flow P2-P3	Simulation	0.0216419	0.0026865	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.8	NA	gene flow P2-P3	D	0.0360262	0.007667	0.0396065	0.0052175	TRUE	25.6
0.01	1.6	1	0.8	NA	gene flow P2-P3	fd	0.0286864	0.0067601	0.0404221	0.0040227	TRUE	74.6
0.01	1.6	1	0.8	NA	gene flow P2-P3	fG	0.0283745	0.0065442	0.0404567	0.0039593	TRUE	76.9
0.01	1.6	1	0.8	NA	gene flow P2-P3	fhom	0.0284156	0.0065849	0.0404522	0.0039656	TRUE	76.7
0.01	1.6	1	0.8	NA	gene flow P2-P3	Simulation	0.0255884	0.0027764	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.2	NA	gene flow P3-P2	D	0.0163617	0.0083715	0.0404846	0.0042755	TRUE	89.4
0.01	1.6	1	0.2	NA	gene flow P3-P2	fd	0.0138269	0.0022105	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.2	NA	gene flow P3-P2	fG	0.0138269	0.0022105	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.2	NA	gene flow P3-P2	fhom	0.0138269	0.0022105	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.2	NA	gene flow P3-P2	Simulation	0.0138269	0.0022105	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.4	NA	gene flow P3-P2	D	0.0205832	0.0082225	0.0404496	0.0042282	TRUE	85.9
0.01	1.6	1	0.4	NA	gene flow P3-P2	fd	0.0177334	0.0024451	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.4	NA	gene flow P3-P2	fG	0.0177334	0.0024451	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.4	NA	gene flow P3-P2	fhom	0.0177334	0.0024451	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.4	NA	gene flow P3-P2	Simulation	0.0177334	0.0024451	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.6	NA	gene flow P3-P2	D	0.0247226	0.0078388	0.0404223	0.0041383	TRUE	81.1
0.01	1.6	1	0.6	NA	gene flow P3-P2	fd	0.0216267	0.0027291	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.6	NA	gene flow P3-P2	fG	0.0216267	0.0027291	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.6	NA	gene flow P3-P2	fhom	0.0216267	0.0027291	0.0407663	0.0033368	TRUE	100
0.01	1.6	1	0.6	NA	gene flow P3-P2	Simulation	0.0216267	0.0027291	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	0.8	NA	gene flow P3-P2	D	0.0285715	0.0071484	0.0404124	0.0039967	TRUE	75.1
0.01	1.6	1	0.8	NA	gene flow P3-P2	fd	0.0253889	0.002819	0.040766	0.0033374	TRUE	99.9
0.01	1.6	1	0.8	NA	gene flow P3-P2	fG	0.0253912	0.0028233	0.0407658	0.0033382	TRUE	99.9
0.01	1.6	1	0.8	NA	gene flow P3-P2	fhom	0.0253912	0.0028233	0.0407658	0.0033382	TRUE	99.9
0.01	1.6	1	0.8	NA	gene flow P3-P2	Simulation	0.0253868	0.0028132	0.0407663	0.0033368	TRUE	NA
0.01	1.6	1	NA	1.8	Ancestral structure	D	0.0398605	0.0032871	0.0408642	0.0033296	TRUE	26
0.01	1.6	1	NA	1.8	Ancestral structure	fd	0.039839	0.0031524	0.0408666	0.0033433	TRUE	61.5
0.01	1.6	1	NA	1.8	Ancestral structure	fG	0.0397744	0.0031165	0.0408738	0.0033448	TRUE	65.2
0.01	1.6	1	NA	1.8	Ancestral structure	fhom	0.039782	0.0031369	0.0408729	0.0033429	TRUE	65.3
0.01	1.6	1	NA	1.8	Ancestral structure	Simulation	0.0407416	0.0033584	0.0407663	0.0033368	FALSE	NA
0.01	1.6	1	NA	2	Ancestral structure	D	0.0397953	0.0033075	0.0408768	0.0033474	TRUE	45.2
0.01	1.6	1	NA	2	Ancestral structure	fd	0.0401391	0.0032963	0.0408386	0.0033587	TRUE	85.2
0.01	1.6	1	NA	2	Ancestral structure	fG	0.0401981	0.0033246	0.0408321	0.0033569	TRUE	87.7
0.01	1.6	1	NA	2	Ancestral structure	fhom	0.0402085	0.0033321	0.0408309	0.0033563	TRUE	87.7
0.01	1.6	1	NA	2	Ancestral structure	Simulation	0.04079	0.0035534	0.0407663	0.0033368	FALSE	NA
0.01	1.6	1	NA	NA	Null model	D	0.0401413	0.0033221	0.040848	0.0033305	TRUE	NA
0.01	1.6	1	NA	NA	Null model	fd	0.0398926	0.0032714	0.0408756	0.003329	TRUE	NA
0.01	1.6	1	NA	NA	Null model	fG	0.0397756	0.0032352	0.0408886	0.0033289	TRUE	NA
0.01	1.6	1	NA	NA	Null model	fhom	0.0397856	0.0032293	0.0408875	0.0033299	TRUE	NA
0.01	1.6	1	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	1.6	1.2	0.2	NA	gene flow P2-P3	D	0.0161345	0.0080626	0.040538	0.0041727	TRUE	90.2
0.01	1.6	1.2	0.2	NA	gene flow P2-P3	fd	0.0138322	0.0022248	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.2	NA	gene flow P2-P3	fG	0.0138322	0.0022248	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.2	NA	gene flow P2-P3	fhom	0.0138322	0.0022248	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.2	NA	gene flow P2-P3	Simulation	0.0138322	0.0022248	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.4	NA	gene flow P2-P3	D	0.0211228	0.0087091	0.040418	0.0043745	TRUE	82.7
0.01	1.6	1.2	0.4	NA	gene flow P2-P3	fd	0.01774	0.0025114	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.4	NA	gene flow P2-P3	fG	0.01774	0.0025114	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.4	NA	gene flow P2-P3	fhom	0.01774	0.0025114	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.4	NA	gene flow P2-P3	Simulation	0.01774	0.0025114	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.6	NA	gene flow P2-P3	D	0.0259689	0.0087068	0.0403067	0.0044312	TRUE	73.4
0.01	1.6	1.2	0.6	NA	gene flow P2-P3	fd	0.0216737	0.0029579	0.0407839	0.003334	TRUE	99.3
0.01	1.6	1.2	0.6	NA	gene flow P2-P3	fG	0.0216625	0.002919	0.0407852	0.0033307	TRUE	99.3
0.01	1.6	1.2	0.6	NA	gene flow P2-P3	fhom	0.0216781	0.0029662	0.0407834	0.003336	TRUE	99.2
0.01	1.6	1.2	0.6	NA	gene flow P2-P3	Simulation	0.0215845	0.0026326	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.8	NA	gene flow P2-P3	D	0.031515	0.0080143	0.0401557	0.0044465	TRUE	54.8
0.01	1.6	1.2	0.8	NA	gene flow P2-P3	fd	0.0265911	0.0044759	0.0407028	0.0034969	TRUE	92.1
0.01	1.6	1.2	0.8	NA	gene flow P2-P3	fG	0.0264728	0.0043213	0.040716	0.003465	TRUE	92.8
0.01	1.6	1.2	0.8	NA	gene flow P2-P3	fhom	0.0265059	0.0043751	0.0407123	0.0034727	TRUE	92.6
0.01	1.6	1.2	0.8	NA	gene flow P2-P3	Simulation	0.0257721	0.0027887	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	1	NA	gene flow P2-P3	D	0.0366016	0.0061763	0.0399934	0.004418	TRUE	27.1
0.01	1.6	1.2	1	NA	gene flow P2-P3	fd	0.0323055	0.0058727	0.0404707	0.0037957	TRUE	66.8
0.01	1.6	1.2	1	NA	gene flow P2-P3	fG	0.0319637	0.0056399	0.0405087	0.003751	TRUE	69.6
0.01	1.6	1.2	1	NA	gene flow P2-P3	fhom	0.0320251	0.0056598	0.0405019	0.0037632	TRUE	68.9
0.01	1.6	1.2	1	NA	gene flow P2-P3	Simulation	0.0293975	0.0029673	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.2	NA	gene flow P3-P2	D	0.015186	0.0064576	0.0406428	0.0038429	TRUE	94.2
0.01	1.6	1.2	0.2	NA	gene flow P3-P2	fd	0.0138269	0.0022105	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.2	NA	gene flow P3-P2	fG	0.0138269	0.0022105	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.2	NA	gene flow P3-P2	fhom	0.0138269	0.0022105	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.2	NA	gene flow P3-P2	Simulation	0.0138269	0.0022105	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.4	NA	gene flow P3-P2	D	0.019399	0.0065761	0.0406088	0.0038723	TRUE	91.4
0.01	1.6	1.2	0.4	NA	gene flow P3-P2	fd	0.0177334	0.0024451	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.4	NA	gene flow P3-P2	fG	0.0177334	0.0024451	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.4	NA	gene flow P3-P2	fhom	0.0177334	0.0024451	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.4	NA	gene flow P3-P2	Simulation	0.0177334	0.0024451	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.6	NA	gene flow P3-P2	D	0.0234775	0.0065215	0.0405882	0.0038084	TRUE	88
0.01	1.6	1.2	0.6	NA	gene flow P3-P2	fd	0.0216267	0.0027291	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.6	NA	gene flow P3-P2	fG	0.0216267	0.0027291	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.6	NA	gene flow P3-P2	fhom	0.0216267	0.0027291	0.0407938	0.0033072	TRUE	100
0.01	1.6	1.2	0.6	NA	gene flow P3-P2	Simulation	0.0216267	0.0027291	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	0.8	NA	gene flow P3-P2	D	0.0276504	0.0063132	0.0405423	0.0038092	TRUE	81.2
0.01	1.6	1.2	0.8	NA	gene flow P3-P2	fd	0.0253902	0.002823	0.0407935	0.003308	TRUE	99.9
0.01	1.6	1.2	0.8	NA	gene flow P3-P2	fG	0.025397	0.002841	0.0407927	0.0033098	TRUE	99.8
0.01	1.6	1.2	0.8	NA	gene flow P3-P2	fhom	0.0253974	0.0028428	0.0407927	0.0033099	TRUE	99.8
0.01	1.6	1.2	0.8	NA	gene flow P3-P2	Simulation	0.0253868	0.0028132	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	1	NA	gene flow P3-P2	D	0.0317696	0.0058291	0.0405135	0.0037202	TRUE	71.1
0.01	1.6	1.2	1	NA	gene flow P3-P2	fd	0.0293414	0.0031791	0.0407833	0.0033231	TRUE	98
0.01	1.6	1.2	1	NA	gene flow P3-P2	fG	0.0293111	0.003122	0.0407866	0.0033175	TRUE	98.2
0.01	1.6	1.2	1	NA	gene flow P3-P2	fhom	0.0293175	0.0031378	0.0407859	0.0033183	TRUE	98.2
0.01	1.6	1.2	1	NA	gene flow P3-P2	Simulation	0.0292462	0.0029773	0.0407938	0.0033072	TRUE	NA
0.01	1.6	1.2	NA	1.8	Ancestral structure	D	0.0396521	0.0031247	0.0409149	0.0033085	TRUE	29.5
0.01	1.6	1.2	NA	1.8	Ancestral structure	fd	0.0397494	0.0030806	0.0409041	0.0033171	TRUE	56.3
0.01	1.6	1.2	NA	1.8	Ancestral structure	fG	0.0397271	0.0030144	0.0409066	0.0033229	TRUE	59.1
0.01	1.6	1.2	NA	1.8	Ancestral structure	fhom	0.0397234	0.0030129	0.040907	0.003323	TRUE	59.4
0.01	1.6	1.2	NA	1.8	Ancestral structure	Simulation	0.0407416	0.0033584	0.0407938	0.0033072	FALSE	NA
0.01	1.6	1.2	NA	2	Ancestral structure	D	0.0396611	0.0031065	0.0409193	0.0033331	TRUE	50.9
0.01	1.6	1.2	NA	2	Ancestral structure	fd	0.0400658	0.0032809	0.0408743	0.0033285	TRUE	82.1
0.01	1.6	1.2	NA	2	Ancestral structure	fG	0.0400622	0.0032649	0.0408747	0.0033301	TRUE	84.4
0.01	1.6	1.2	NA	2	Ancestral structure	fhom	0.0400738	0.003268	0.0408734	0.0033301	TRUE	84.4
0.01	1.6	1.2	NA	2	Ancestral structure	Simulation	0.04079	0.0035534	0.0407938	0.0033072	FALSE	NA
0.01	1.6	1.2	NA	NA	Null model	D	0.0398756	0.003249	0.0409067	0.0032975	TRUE	NA
0.01	1.6	1.2	NA	NA	Null model	fd	0.039844	0.003109	0.0409102	0.0033113	TRUE	NA
0.01	1.6	1.2	NA	NA	Null model	fG	0.0397634	0.0030753	0.0409192	0.0033118	TRUE	NA
0.01	1.6	1.2	NA	NA	Null model	fhom	0.0397772	0.0030838	0.0409177	0.0033115	TRUE	NA
0.01	1.6	1.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	1.6	1.4	0.2	NA	gene flow P2-P3	D	0.0147243	0.0058011	0.0406648	0.0037239	TRUE	95.4
0.01	1.6	1.4	0.2	NA	gene flow P2-P3	fd	0.0136835	0.0022356	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.2	NA	gene flow P2-P3	fG	0.0136835	0.0022356	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.2	NA	gene flow P2-P3	fhom	0.0136835	0.0022356	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.2	NA	gene flow P2-P3	Simulation	0.0136835	0.0022356	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.4	NA	gene flow P2-P3	D	0.0190583	0.006166	0.0406287	0.003769	TRUE	92.6
0.01	1.6	1.4	0.4	NA	gene flow P2-P3	fd	0.0176919	0.0025658	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.4	NA	gene flow P2-P3	fG	0.0176919	0.0025658	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.4	NA	gene flow P2-P3	fhom	0.0176919	0.0025658	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.4	NA	gene flow P2-P3	Simulation	0.0176919	0.0025658	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.6	NA	gene flow P2-P3	D	0.0235111	0.0067136	0.0405481	0.0039009	TRUE	86.3
0.01	1.6	1.4	0.6	NA	gene flow P2-P3	fd	0.0214537	0.0028985	0.0407767	0.0033128	TRUE	99.7
0.01	1.6	1.4	0.6	NA	gene flow P2-P3	fG	0.021453	0.0028868	0.0407768	0.0033135	TRUE	99.7
0.01	1.6	1.4	0.6	NA	gene flow P2-P3	fhom	0.0214428	0.0028494	0.0407779	0.0033105	TRUE	99.8
0.01	1.6	1.4	0.6	NA	gene flow P2-P3	Simulation	0.02142	0.002764	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.8	NA	gene flow P2-P3	D	0.0280593	0.0065565	0.0404914	0.0038814	TRUE	77.9
0.01	1.6	1.4	0.8	NA	gene flow P2-P3	fd	0.025641	0.0033233	0.0407601	0.0033477	TRUE	97.7
0.01	1.6	1.4	0.8	NA	gene flow P2-P3	fG	0.0256533	0.0033682	0.0407587	0.0033489	TRUE	97.7
0.01	1.6	1.4	0.8	NA	gene flow P2-P3	fhom	0.025656	0.0033649	0.0407584	0.0033507	TRUE	97.6
0.01	1.6	1.4	0.8	NA	gene flow P2-P3	Simulation	0.0254574	0.0028445	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	1	NA	gene flow P2-P3	D	0.0326304	0.0059837	0.0404194	0.0038529	TRUE	61.1
0.01	1.6	1.4	1	NA	gene flow P2-P3	fd	0.0301887	0.0042199	0.0406907	0.0034467	TRUE	88
0.01	1.6	1.4	1	NA	gene flow P2-P3	fG	0.0301251	0.0041235	0.0406978	0.0034381	TRUE	88.5
0.01	1.6	1.4	1	NA	gene flow P2-P3	fhom	0.0301841	0.0042073	0.0406912	0.0034469	TRUE	88.1
0.01	1.6	1.4	1	NA	gene flow P2-P3	Simulation	0.0293807	0.0029649	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	1.2	NA	gene flow P2-P3	D	0.0366134	0.0048797	0.0403735	0.0037534	TRUE	35.6
0.01	1.6	1.4	1.2	NA	gene flow P2-P3	fd	0.0349519	0.0045003	0.0405581	0.0035712	TRUE	58.1
0.01	1.6	1.4	1.2	NA	gene flow P2-P3	fG	0.0348696	0.0045205	0.0405672	0.0035539	TRUE	59.2
0.01	1.6	1.4	1.2	NA	gene flow P2-P3	fhom	0.0348833	0.004513	0.0405657	0.0035574	TRUE	59.1
0.01	1.6	1.4	1.2	NA	gene flow P2-P3	Simulation	0.0329502	0.0031464	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.2	NA	gene flow P3-P2	D	0.0146414	0.0052337	0.04069	0.003635	TRUE	96.4
0.01	1.6	1.4	0.2	NA	gene flow P3-P2	fd	0.0138269	0.0022105	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.2	NA	gene flow P3-P2	fG	0.0138269	0.0022105	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.2	NA	gene flow P3-P2	fhom	0.0138269	0.0022105	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.2	NA	gene flow P3-P2	Simulation	0.0138269	0.0022105	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.4	NA	gene flow P3-P2	D	0.0186677	0.0052631	0.0406767	0.0036306	TRUE	94.9
0.01	1.6	1.4	0.4	NA	gene flow P3-P2	fd	0.0177334	0.0024451	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.4	NA	gene flow P3-P2	fG	0.0177334	0.0024451	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.4	NA	gene flow P3-P2	fhom	0.0177334	0.0024451	0.0407805	0.0033037	TRUE	100
0.01	1.6	1.4	0.4	NA	gene flow P3-P2	Simulation	0.0177334	0.0024451	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.6	NA	gene flow P3-P2	D	0.0228481	0.0055249	0.0406448	0.0036562	TRUE	91.7
0.01	1.6	1.4	0.6	NA	gene flow P3-P2	fd	0.0216296	0.0027421	0.0407801	0.0033044	TRUE	99.9
0.01	1.6	1.4	0.6	NA	gene flow P3-P2	fG	0.0216296	0.0027421	0.0407801	0.0033044	TRUE	99.9
0.01	1.6	1.4	0.6	NA	gene flow P3-P2	fhom	0.0216296	0.0027421	0.0407801	0.0033044	TRUE	99.9
0.01	1.6	1.4	0.6	NA	gene flow P3-P2	Simulation	0.0216267	0.0027291	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	0.8	NA	gene flow P3-P2	D	0.0269492	0.0055381	0.0406069	0.003665	TRUE	86
0.01	1.6	1.4	0.8	NA	gene flow P3-P2	fd	0.0254314	0.0029402	0.0407755	0.0033145	TRUE	99.5
0.01	1.6	1.4	0.8	NA	gene flow P3-P2	fG	0.02544	0.0029761	0.0407746	0.0033154	TRUE	99.3
0.01	1.6	1.4	0.8	NA	gene flow P3-P2	fhom	0.0254394	0.0029649	0.0407746	0.0033161	TRUE	99.4
0.01	1.6	1.4	0.8	NA	gene flow P3-P2	Simulation	0.0253868	0.0028132	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	1	NA	gene flow P3-P2	D	0.0311689	0.0053487	0.0405668	0.0036325	TRUE	76.3
0.01	1.6	1.4	1	NA	gene flow P3-P2	fd	0.0293611	0.0032118	0.0407677	0.0033236	TRUE	97
0.01	1.6	1.4	1	NA	gene flow P3-P2	fG	0.029402	0.0033069	0.0407632	0.0033288	TRUE	96.5
0.01	1.6	1.4	1	NA	gene flow P3-P2	fhom	0.0293841	0.003271	0.0407652	0.0033259	TRUE	96.6
0.01	1.6	1.4	1	NA	gene flow P3-P2	Simulation	0.0292462	0.0029773	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	1.2	NA	gene flow P3-P2	D	0.0349113	0.0045402	0.0405626	0.0035426	TRUE	60.2
0.01	1.6	1.4	1.2	NA	gene flow P3-P2	fd	0.0334328	0.0035642	0.0407269	0.0033617	TRUE	85.4
0.01	1.6	1.4	1.2	NA	gene flow P3-P2	fG	0.0334006	0.0035453	0.0407305	0.0033562	TRUE	85.7
0.01	1.6	1.4	1.2	NA	gene flow P3-P2	fhom	0.0333909	0.0035298	0.0407316	0.0033556	TRUE	86.2
0.01	1.6	1.4	1.2	NA	gene flow P3-P2	Simulation	0.0329508	0.002982	0.0407805	0.0033037	TRUE	NA
0.01	1.6	1.4	NA	1.8	Ancestral structure	D	0.0394449	0.0030922	0.0409245	0.0032994	TRUE	33.5
0.01	1.6	1.4	NA	1.8	Ancestral structure	fd	0.039345	0.0029979	0.0409356	0.0033039	TRUE	49.9
0.01	1.6	1.4	NA	1.8	Ancestral structure	fG	0.0393443	0.0030142	0.0409357	0.0033022	TRUE	51.1
0.01	1.6	1.4	NA	1.8	Ancestral structure	fhom	0.0393413	0.003009	0.0409361	0.0033026	TRUE	51
0.01	1.6	1.4	NA	1.8	Ancestral structure	Simulation	0.0407416	0.0033584	0.0407805	0.0033037	FALSE	NA
0.01	1.6	1.4	NA	2	Ancestral structure	D	0.0395042	0.0031001	0.0409233	0.0033238	TRUE	57.2
0.01	1.6	1.4	NA	2	Ancestral structure	fd	0.039783	0.003249	0.0408924	0.0033198	TRUE	76.5
0.01	1.6	1.4	NA	2	Ancestral structure	fG	0.0397588	0.0032353	0.0408951	0.0033204	TRUE	77.4
0.01	1.6	1.4	NA	2	Ancestral structure	fhom	0.0397959	0.0032502	0.0408909	0.0033202	TRUE	77.8
0.01	1.6	1.4	NA	2	Ancestral structure	Simulation	0.04079	0.0035534	0.0407805	0.0033037	FALSE	NA
0.01	1.6	1.4	NA	NA	Null model	D	0.0394752	0.0031546	0.0409153	0.0032842	TRUE	NA
0.01	1.6	1.4	NA	NA	Null model	fd	0.0394117	0.0030871	0.0409223	0.0032881	TRUE	NA
0.01	1.6	1.4	NA	NA	Null model	fG	0.0393706	0.0030833	0.0409269	0.0032864	TRUE	NA
0.01	1.6	1.4	NA	NA	Null model	fhom	0.03937	0.0030859	0.040927	0.0032861	TRUE	NA
0.01	1.6	1.4	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.01	1.8	0.2	NA	2	Ancestral structure	D	0.0442041	0.0035477	0.0445246	0.0034195	FALSE	14.5
0.01	1.8	0.2	NA	2	Ancestral structure	fd	0.0438881	0.0032723	0.0445597	0.0034448	TRUE	75.6
0.01	1.8	0.2	NA	2	Ancestral structure	fG	0.0439588	0.0033099	0.0445518	0.0034422	TRUE	80.9
